Complaint_ID,Date,State,Hospital_Type,Department,Complaint_Category,Severity,Resolved
CMP100624,2024-12-07,Uttar Pradesh,PHC,Surgery,Test delays,Low,No
CMP100625,2024-09-28,West Bengal,Medical College Hospital,Outpatient,Unavailability of medicine,Low,Yes
CMP100626,2024-10-13,Bihar,District Hospital,Diagnostics,Rude staff,High,No
CMP100627,2024-10-31,Karnataka,CHC,Surgery,Lack of communication,High,No
CMP100628,2024-06-11,Bihar,CHC,Diagnostics,Unclean wards,Medium,No
CMP100629,2024-08-14,Karnataka,PHC,Emergency,Billing issues,High,Yes
CMP100630,2024-11-09,Maharashtra,Medical College Hospital,Pediatrics,Billing issues,Low,Yes
CMP100631,2024-09-15,West Bengal,PHC,Outpatient,Lack of communication,Low,Yes
CMP100632,2024-08-06,Tamil Nadu,PHC,Pharmacy,Unavailability of medicine,Medium,No
CMP100633,2024-10-07,Karnataka,Medical College Hospital,Surgery,Rude staff,Medium,Yes
CMP100634,2024-08-16,Tamil Nadu,District Hospital,Pediatrics,Test delays,Low,Yes
CMP100635,2024-03-22,Maharashtra,CHC,Maternity,Unavailability of medicine,Medium,Yes
CMP100636,2024-08-31,Bihar,Medical College Hospital,Pediatrics,Long wait time,Medium,Yes
CMP100637,2024-08-18,Tamil Nadu,CHC,Outpatient,Test delays,High,No
CMP100638,2024-05-12,Karnataka,Medical College Hospital,Outpatient,Lack of communication,High,Yes
CMP100639,2024-05-06,Maharashtra,Medical College Hospital,Pediatrics,Long wait time,High,No
CMP100640,2024-11-22,Karnataka,PHC,Outpatient,Rude staff,Low,Yes
CMP100641,2024-05-21,Maharashtra,District Hospital,Outpatient,Rude staff,Low,Yes
CMP100642,2024-09-23,West Bengal,CHC,Pediatrics,Lack of communication,Low,Yes
CMP100643,2024-09-05,Rajasthan,District Hospital,Maternity,Test delays,High,Yes
CMP100644,2024-11-16,Rajasthan,PHC,Emergency,Rude staff,Medium,Yes
CMP100645,2024-05-02,West Bengal,Medical College Hospital,Diagnostics,Test delays,Low,No
CMP100646,2024-05-20,West Bengal,CHC,Pharmacy,Rude staff,Medium,No
CMP100647,2024-08-13,West Bengal,District Hospital,Pharmacy,Unavailability of medicine,High,Yes
CMP100648,2024-02-09,Rajasthan,CHC,Maternity,Rude staff,High,No
CMP100649,2024-12-31,West Bengal,CHC,Pediatrics,Rude staff,Medium,No
CMP100650,2024-05-26,Maharashtra,CHC,Diagnostics,Rude staff,Low,Yes
CMP100651,2024-04-30,Karnataka,District Hospital,Pharmacy,Long wait time,High,No
CMP100652,2024-05-19,Tamil Nadu,CHC,Maternity,Unclean wards,Low,Yes
CMP100653,2024-06-20,Bihar,District Hospital,Outpatient,Test delays,High,No
CMP100654,2024-06-12,Bihar,Medical College Hospital,Emergency,Lack of communication,High,Yes
CMP100655,2024-10-03,Maharashtra,District Hospital,Outpatient,Lack of communication,High,Yes
CMP100656,2024-02-11,Karnataka,PHC,Outpatient,Long wait time,High,Yes
CMP100657,2024-03-11,Maharashtra,CHC,Emergency,Long wait time,High,Yes
CMP100658,2024-03-18,Bihar,PHC,Surgery,Long wait time,High,No
CMP100659,2024-04-28,Maharashtra,PHC,Pediatrics,Lack of communication,High,No
CMP100660,2024-07-15,Rajasthan,Medical College Hospital,Pharmacy,Unclean wards,Low,Yes
CMP100661,2024-12-21,Maharashtra,Medical College Hospital,Emergency,Lack of communication,Low,No
CMP100662,2024-03-19,West Bengal,District Hospital,Diagnostics,Unclean wards,High,Yes
CMP100663,2024-12-27,Bihar,District Hospital,Diagnostics,Long wait time,Low,No
CMP100664,2024-04-19,West Bengal,CHC,Pediatrics,Rude staff,High,Yes
CMP100665,2024-02-02,West Bengal,PHC,Diagnostics,Long wait time,Low,Yes
CMP100666,2024-07-31,Tamil Nadu,Medical College Hospital,Surgery,Long wait time,Low,Yes
CMP100667,2024-07-27,Maharashtra,Medical College Hospital,Pediatrics,Lack of communication,Medium,Yes
CMP100668,2024-06-18,Tamil Nadu,CHC,Emergency,Test delays,High,No
CMP100669,2024-10-04,Maharashtra,Medical College Hospital,Surgery,Billing issues,Low,No
CMP100670,2024-08-26,Karnataka,PHC,Diagnostics,Billing issues,High,Yes
CMP100671,2024-07-31,Rajasthan,PHC,Outpatient,Long wait time,High,No
CMP100672,2024-02-01,West Bengal,CHC,Outpatient,Unclean wards,Medium,Yes
CMP100673,2024-04-15,Maharashtra,PHC,Surgery,Long wait time,Low,No
CMP100674,2024-08-03,Maharashtra,District Hospital,Maternity,Unavailability of medicine,High,No
CMP100675,2024-07-18,Uttar Pradesh,PHC,Diagnostics,Long wait time,Low,No
CMP100676,2024-10-26,Karnataka,District Hospital,Diagnostics,Long wait time,High,Yes
CMP100677,2024-12-22,West Bengal,Medical College Hospital,Diagnostics,Unavailability of medicine,High,No
CMP100678,2024-01-11,Karnataka,District Hospital,Diagnostics,Test delays,High,No
CMP100679,2024-10-21,Tamil Nadu,CHC,Emergency,Long wait time,High,No
CMP100680,2024-07-13,Tamil Nadu,CHC,Surgery,Lack of communication,Medium,No
CMP100681,2024-09-01,Rajasthan,CHC,Surgery,Long wait time,High,Yes
CMP100682,2024-01-04,Maharashtra,CHC,Emergency,Lack of communication,High,Yes
CMP100683,2024-06-29,Rajasthan,CHC,Outpatient,Long wait time,Medium,Yes
CMP100684,2024-06-01,Rajasthan,PHC,Surgery,Billing issues,Low,Yes
CMP100685,2024-07-18,Bihar,Medical College Hospital,Pharmacy,Rude staff,Medium,No
CMP100686,2024-08-02,Maharashtra,District Hospital,Surgery,Billing issues,High,Yes
CMP100687,2024-10-02,Uttar Pradesh,District Hospital,Maternity,Rude staff,High,No
CMP100688,2024-10-06,Maharashtra,Medical College Hospital,Surgery,Rude staff,High,No
CMP100689,2024-11-04,West Bengal,CHC,Pediatrics,Test delays,Low,No
CMP100690,2024-04-22,Uttar Pradesh,CHC,Pediatrics,Unavailability of medicine,Medium,Yes
CMP100691,2024-09-06,Maharashtra,District Hospital,Outpatient,Long wait time,Medium,Yes
CMP100692,2024-04-22,Tamil Nadu,CHC,Emergency,Long wait time,Medium,No
CMP100693,2024-05-19,West Bengal,PHC,Outpatient,Rude staff,Medium,No
CMP100694,2024-08-11,Maharashtra,PHC,Outpatient,Lack of communication,Low,Yes
CMP100695,2024-09-05,West Bengal,PHC,Emergency,Test delays,High,Yes
CMP100696,2024-01-15,Tamil Nadu,Medical College Hospital,Maternity,Unavailability of medicine,High,No
CMP100697,2024-07-18,Bihar,Medical College Hospital,Pharmacy,Billing issues,Medium,Yes
CMP100698,2024-06-21,Bihar,PHC,Emergency,Unavailability of medicine,Medium,Yes
CMP100699,2024-12-08,Rajasthan,Medical College Hospital,Outpatient,Unavailability of medicine,Medium,No
CMP100700,2024-12-13,Karnataka,PHC,Pediatrics,Rude staff,High,No
CMP100701,2024-07-26,Maharashtra,CHC,Emergency,Lack of communication,Low,No
CMP100702,2024-03-25,Karnataka,Medical College Hospital,Maternity,Billing issues,High,No
CMP100703,2024-08-27,West Bengal,PHC,Surgery,Lack of communication,Low,No
CMP100704,2024-03-06,Maharashtra,Medical College Hospital,Pediatrics,Test delays,Low,No
CMP100705,2024-11-14,Bihar,District Hospital,Surgery,Billing issues,Medium,No
CMP100706,2024-09-30,Uttar Pradesh,District Hospital,Pharmacy,Rude staff,Medium,No
CMP100707,2024-01-14,Karnataka,PHC,Pharmacy,Billing issues,High,Yes
CMP100708,2024-07-20,West Bengal,PHC,Emergency,Billing issues,Medium,Yes
CMP100709,2024-10-30,Karnataka,PHC,Emergency,Long wait time,Medium,No
CMP100710,2024-10-15,Bihar,District Hospital,Emergency,Long wait time,Low,No
CMP100711,2024-12-05,Bihar,Medical College Hospital,Diagnostics,Lack of communication,Medium,No
CMP100712,2024-01-14,Uttar Pradesh,District Hospital,Outpatient,Billing issues,Low,No
CMP100713,2024-02-12,West Bengal,PHC,Outpatient,Lack of communication,Medium,Yes
CMP100714,2024-11-25,Karnataka,PHC,Maternity,Long wait time,Low,No
CMP100715,2024-08-07,Bihar,PHC,Pharmacy,Billing issues,High,Yes
CMP100716,2024-03-10,West Bengal,PHC,Surgery,Rude staff,Low,No
CMP100717,2024-08-24,Bihar,PHC,Maternity,Test delays,High,Yes
CMP100718,2024-04-03,Uttar Pradesh,PHC,Maternity,Rude staff,Low,Yes
CMP100719,2024-01-26,Uttar Pradesh,CHC,Maternity,Unavailability of medicine,High,Yes
CMP100720,2024-05-13,Tamil Nadu,CHC,Surgery,Rude staff,Medium,No
CMP100721,2024-07-13,Maharashtra,CHC,Surgery,Lack of communication,Low,Yes
CMP100722,2024-06-16,West Bengal,District Hospital,Pediatrics,Billing issues,Low,Yes
CMP100723,2024-04-18,Tamil Nadu,Medical College Hospital,Surgery,Long wait time,Low,Yes
CMP100724,2024-08-20,Uttar Pradesh,PHC,Outpatient,Test delays,Low,No
CMP100725,2024-06-16,West Bengal,CHC,Diagnostics,Long wait time,Medium,No
CMP100726,2024-06-21,Rajasthan,District Hospital,Maternity,Rude staff,Medium,Yes
CMP100727,2024-07-13,Bihar,Medical College Hospital,Surgery,Billing issues,Low,Yes
CMP100728,2024-05-22,Uttar Pradesh,PHC,Pharmacy,Lack of communication,High,Yes
CMP100729,2024-08-03,Karnataka,PHC,Emergency,Test delays,High,No
CMP100730,2024-05-09,Bihar,Medical College Hospital,Emergency,Unclean wards,Low,No
CMP100731,2024-02-11,Tamil Nadu,Medical College Hospital,Pediatrics,Unavailability of medicine,Low,Yes
CMP100732,2024-08-28,West Bengal,Medical College Hospital,Pharmacy,Test delays,Medium,No
CMP100733,2024-01-10,Tamil Nadu,District Hospital,Pharmacy,Billing issues,Medium,No
CMP100734,2024-10-03,Tamil Nadu,CHC,Pharmacy,Rude staff,Low,Yes
CMP100735,2024-01-27,West Bengal,PHC,Diagnostics,Unclean wards,High,No
CMP100736,2024-06-28,Bihar,CHC,Pediatrics,Test delays,High,Yes
CMP100737,2024-04-24,Rajasthan,Medical College Hospital,Emergency,Long wait time,Medium,Yes
CMP100738,2024-11-28,Maharashtra,PHC,Pediatrics,Rude staff,Medium,Yes
CMP100739,2024-02-05,Maharashtra,PHC,Diagnostics,Lack of communication,Low,Yes
CMP100740,2024-11-29,Maharashtra,CHC,Pediatrics,Unavailability of medicine,Low,Yes
CMP100741,2024-01-21,West Bengal,CHC,Surgery,Unclean wards,Medium,Yes
CMP100742,2024-01-16,Uttar Pradesh,PHC,Emergency,Unclean wards,Low,Yes
CMP100743,2024-05-06,Rajasthan,District Hospital,Pharmacy,Rude staff,Medium,No
CMP100744,2024-04-12,Uttar Pradesh,Medical College Hospital,Diagnostics,Billing issues,Low,Yes
CMP100745,2024-01-11,West Bengal,CHC,Outpatient,Rude staff,Medium,No
CMP100746,2024-11-14,Karnataka,PHC,Emergency,Unclean wards,High,No
CMP100747,2024-03-19,Bihar,CHC,Maternity,Long wait time,Low,Yes
CMP100748,2024-05-02,Karnataka,PHC,Pediatrics,Lack of communication,Low,Yes
CMP100749,2024-03-05,West Bengal,District Hospital,Pharmacy,Unavailability of medicine,High,Yes
CMP100750,2024-08-30,West Bengal,CHC,Pharmacy,Long wait time,High,No
CMP100751,2024-12-08,Rajasthan,PHC,Surgery,Unclean wards,Medium,Yes
CMP100752,2024-02-28,Uttar Pradesh,CHC,Diagnostics,Long wait time,Low,Yes
CMP100753,2024-10-15,Bihar,PHC,Surgery,Billing issues,High,Yes
CMP100754,2024-04-21,Tamil Nadu,Medical College Hospital,Outpatient,Rude staff,Medium,No
CMP100755,2024-08-26,Rajasthan,PHC,Maternity,Unclean wards,High,Yes
CMP100756,2024-12-24,Bihar,PHC,Outpatient,Lack of communication,Low,Yes
CMP100757,2024-05-11,Uttar Pradesh,PHC,Surgery,Unavailability of medicine,Low,Yes
CMP100758,2024-07-07,Rajasthan,PHC,Emergency,Test delays,Low,Yes
CMP100759,2024-03-26,Tamil Nadu,Medical College Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP100760,2024-11-06,Rajasthan,District Hospital,Surgery,Billing issues,Medium,No
CMP100761,2024-11-06,Tamil Nadu,Medical College Hospital,Maternity,Test delays,Medium,Yes
CMP100762,2024-02-28,Bihar,District Hospital,Maternity,Long wait time,High,Yes
CMP100763,2024-03-24,West Bengal,District Hospital,Surgery,Long wait time,Low,No
CMP100764,2024-06-08,Rajasthan,Medical College Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP100765,2024-02-25,Maharashtra,CHC,Diagnostics,Unclean wards,Low,No
CMP100766,2024-10-23,Uttar Pradesh,District Hospital,Maternity,Long wait time,Medium,No
CMP100767,2024-01-14,Uttar Pradesh,Medical College Hospital,Maternity,Unclean wards,Low,No
CMP100768,2024-06-08,Maharashtra,PHC,Surgery,Unavailability of medicine,Medium,No
CMP100769,2024-10-21,Karnataka,Medical College Hospital,Pediatrics,Unclean wards,High,No
CMP100770,2024-12-12,Karnataka,District Hospital,Maternity,Billing issues,High,Yes
CMP100771,2024-07-11,Uttar Pradesh,CHC,Pharmacy,Test delays,Medium,No
CMP100772,2024-07-22,Maharashtra,CHC,Diagnostics,Unavailability of medicine,Low,Yes
CMP100773,2024-04-11,Maharashtra,CHC,Surgery,Test delays,Low,Yes
CMP100774,2024-02-08,Tamil Nadu,PHC,Pediatrics,Lack of communication,High,Yes
CMP100775,2024-10-30,West Bengal,Medical College Hospital,Pharmacy,Unclean wards,Low,Yes
CMP100776,2024-12-19,Karnataka,Medical College Hospital,Pharmacy,Rude staff,High,Yes
CMP100777,2024-11-17,Karnataka,CHC,Surgery,Billing issues,Low,Yes
CMP100778,2024-05-04,Tamil Nadu,PHC,Surgery,Unclean wards,Medium,Yes
CMP100779,2024-02-22,Bihar,CHC,Surgery,Unavailability of medicine,Medium,No
CMP100780,2024-12-22,Rajasthan,District Hospital,Pharmacy,Lack of communication,Medium,No
CMP100781,2024-06-03,Karnataka,Medical College Hospital,Outpatient,Unclean wards,Low,No
CMP100782,2024-12-16,Tamil Nadu,PHC,Surgery,Rude staff,High,No
CMP100783,2024-11-03,Maharashtra,CHC,Surgery,Lack of communication,Medium,No
CMP100784,2024-03-02,Bihar,PHC,Diagnostics,Long wait time,Low,Yes
CMP100785,2024-10-16,Rajasthan,District Hospital,Surgery,Lack of communication,High,No
CMP100786,2024-01-22,Uttar Pradesh,District Hospital,Maternity,Lack of communication,High,Yes
CMP100787,2024-06-26,Maharashtra,Medical College Hospital,Maternity,Unclean wards,High,No
CMP100788,2024-09-29,Bihar,PHC,Diagnostics,Test delays,Low,Yes
CMP100789,2024-08-07,West Bengal,CHC,Diagnostics,Unavailability of medicine,Medium,No
CMP100790,2024-12-04,Tamil Nadu,CHC,Pediatrics,Rude staff,Medium,Yes
CMP100791,2024-07-08,West Bengal,CHC,Outpatient,Long wait time,Medium,Yes
CMP100792,2024-02-05,Maharashtra,Medical College Hospital,Surgery,Test delays,Medium,No
CMP100793,2024-09-16,West Bengal,District Hospital,Outpatient,Unclean wards,High,Yes
CMP100794,2024-11-27,Bihar,CHC,Maternity,Test delays,High,Yes
CMP100795,2024-06-23,Uttar Pradesh,Medical College Hospital,Pharmacy,Long wait time,Low,No
CMP100796,2024-01-07,West Bengal,Medical College Hospital,Outpatient,Unclean wards,Medium,Yes
CMP100797,2024-08-03,Maharashtra,Medical College Hospital,Emergency,Unclean wards,High,Yes
CMP100798,2024-09-07,Rajasthan,Medical College Hospital,Emergency,Billing issues,High,No
CMP100799,2024-02-24,Maharashtra,Medical College Hospital,Emergency,Test delays,Low,No
CMP100800,2024-08-09,Karnataka,Medical College Hospital,Diagnostics,Test delays,Medium,No
CMP100801,2024-07-04,West Bengal,District Hospital,Maternity,Long wait time,High,No
CMP100802,2024-11-21,Rajasthan,District Hospital,Pediatrics,Long wait time,Medium,No
CMP100803,2024-08-23,Bihar,CHC,Emergency,Rude staff,High,Yes
CMP100804,2024-12-28,Bihar,PHC,Maternity,Unclean wards,Low,Yes
CMP100805,2024-03-19,Karnataka,District Hospital,Pediatrics,Unclean wards,Low,No
CMP100806,2024-08-10,Rajasthan,PHC,Outpatient,Test delays,Low,No
CMP100807,2024-03-31,West Bengal,CHC,Pediatrics,Billing issues,Low,Yes
CMP100808,2024-09-24,Tamil Nadu,District Hospital,Surgery,Long wait time,High,No
CMP100809,2024-11-29,Rajasthan,District Hospital,Diagnostics,Test delays,High,Yes
CMP100810,2024-05-18,Tamil Nadu,CHC,Diagnostics,Rude staff,Low,Yes
CMP100811,2024-11-11,Karnataka,CHC,Emergency,Long wait time,High,Yes
CMP100812,2024-10-02,Maharashtra,PHC,Pharmacy,Unavailability of medicine,Low,No
CMP100813,2024-09-04,Uttar Pradesh,PHC,Pharmacy,Rude staff,High,No
CMP100814,2024-08-26,Tamil Nadu,CHC,Surgery,Unavailability of medicine,Low,Yes
CMP100815,2024-08-11,West Bengal,District Hospital,Pediatrics,Rude staff,High,Yes
CMP100816,2024-10-30,Uttar Pradesh,Medical College Hospital,Maternity,Billing issues,High,No
CMP100817,2024-05-17,Bihar,PHC,Outpatient,Lack of communication,Medium,Yes
CMP100818,2024-06-14,Bihar,CHC,Emergency,Unclean wards,Medium,Yes
CMP100819,2024-05-05,Tamil Nadu,District Hospital,Maternity,Long wait time,Medium,Yes
CMP100820,2024-02-14,Maharashtra,District Hospital,Outpatient,Rude staff,Medium,Yes
CMP100821,2024-05-22,Bihar,PHC,Maternity,Lack of communication,High,Yes
CMP100822,2024-08-18,Uttar Pradesh,PHC,Pharmacy,Unclean wards,High,No
CMP100823,2024-05-04,Maharashtra,Medical College Hospital,Pharmacy,Test delays,Medium,Yes
CMP100824,2024-08-25,Tamil Nadu,PHC,Pediatrics,Unclean wards,Low,Yes
CMP100825,2024-10-18,Bihar,Medical College Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP100826,2024-11-08,Tamil Nadu,CHC,Pharmacy,Lack of communication,Low,Yes
CMP100827,2024-12-08,Rajasthan,PHC,Pharmacy,Test delays,Low,No
CMP100828,2024-07-13,Maharashtra,Medical College Hospital,Surgery,Lack of communication,Low,Yes
CMP100829,2024-06-21,Maharashtra,PHC,Surgery,Billing issues,Low,Yes
CMP100830,2024-01-15,Maharashtra,CHC,Pharmacy,Billing issues,Medium,No
CMP100831,2024-09-10,Karnataka,CHC,Pediatrics,Unavailability of medicine,High,Yes
CMP100832,2024-06-15,West Bengal,Medical College Hospital,Emergency,Lack of communication,Medium,Yes
CMP100833,2024-04-03,Karnataka,District Hospital,Emergency,Lack of communication,High,No
CMP100834,2024-09-06,Uttar Pradesh,CHC,Maternity,Lack of communication,High,Yes
CMP100835,2024-04-18,Maharashtra,CHC,Pharmacy,Test delays,Medium,No
CMP100836,2024-06-30,West Bengal,CHC,Pharmacy,Unclean wards,Medium,Yes
CMP100837,2024-05-12,Maharashtra,CHC,Diagnostics,Unavailability of medicine,High,No
CMP100838,2024-06-23,West Bengal,District Hospital,Maternity,Unclean wards,High,No
CMP100839,2024-05-23,Bihar,CHC,Surgery,Test delays,Low,No
CMP100840,2024-11-01,Uttar Pradesh,District Hospital,Surgery,Billing issues,Low,Yes
CMP100841,2024-12-25,West Bengal,PHC,Emergency,Unclean wards,Medium,No
CMP100842,2024-05-21,Uttar Pradesh,District Hospital,Pediatrics,Unclean wards,Medium,No
CMP100843,2024-10-11,Tamil Nadu,Medical College Hospital,Outpatient,Billing issues,High,No
CMP100844,2024-01-06,Maharashtra,PHC,Outpatient,Unavailability of medicine,Medium,Yes
CMP100845,2024-09-21,Bihar,District Hospital,Pharmacy,Rude staff,Medium,Yes
CMP100846,2024-04-07,Tamil Nadu,District Hospital,Pediatrics,Lack of communication,Medium,No
CMP100847,2024-02-13,West Bengal,District Hospital,Pharmacy,Unclean wards,Low,No
CMP100848,2024-05-03,Karnataka,District Hospital,Maternity,Long wait time,High,Yes
CMP100849,2024-07-27,West Bengal,District Hospital,Diagnostics,Long wait time,High,Yes
CMP100850,2024-09-07,Rajasthan,District Hospital,Diagnostics,Unavailability of medicine,High,Yes
CMP100851,2024-10-11,Maharashtra,Medical College Hospital,Pediatrics,Unclean wards,High,No
CMP100852,2024-05-03,West Bengal,Medical College Hospital,Emergency,Unclean wards,Low,No
CMP100853,2024-12-19,Uttar Pradesh,Medical College Hospital,Maternity,Rude staff,Low,Yes
CMP100854,2024-08-31,West Bengal,District Hospital,Outpatient,Test delays,Low,No
CMP100855,2024-11-26,Maharashtra,PHC,Diagnostics,Rude staff,High,Yes
CMP100856,2024-12-30,Maharashtra,Medical College Hospital,Outpatient,Long wait time,High,Yes
CMP100857,2024-09-08,Karnataka,CHC,Maternity,Long wait time,Low,No
CMP100858,2024-08-17,Bihar,CHC,Diagnostics,Test delays,Medium,Yes
CMP100859,2024-01-09,Bihar,District Hospital,Pediatrics,Long wait time,Medium,Yes
CMP100860,2024-02-17,Bihar,PHC,Surgery,Lack of communication,Low,Yes
CMP100861,2024-05-30,Tamil Nadu,Medical College Hospital,Pharmacy,Long wait time,Low,Yes
CMP100862,2024-04-23,Bihar,District Hospital,Diagnostics,Unclean wards,High,Yes
CMP100863,2024-07-26,Tamil Nadu,PHC,Pediatrics,Test delays,Low,Yes
CMP100864,2024-12-20,West Bengal,CHC,Pediatrics,Long wait time,Low,No
CMP100865,2024-05-04,Karnataka,Medical College Hospital,Diagnostics,Rude staff,Medium,No
CMP100866,2024-06-05,Maharashtra,District Hospital,Maternity,Unclean wards,Low,Yes
CMP100867,2024-12-05,Tamil Nadu,District Hospital,Emergency,Billing issues,High,No
CMP100868,2024-10-24,West Bengal,PHC,Pediatrics,Test delays,Medium,No
CMP100869,2024-07-07,Karnataka,District Hospital,Surgery,Unavailability of medicine,High,No
CMP100870,2024-08-30,Tamil Nadu,District Hospital,Pharmacy,Rude staff,High,No
CMP100871,2024-10-10,Rajasthan,Medical College Hospital,Surgery,Unavailability of medicine,Medium,Yes
CMP100872,2024-09-28,Karnataka,CHC,Maternity,Billing issues,High,No
CMP100873,2024-06-25,Rajasthan,CHC,Maternity,Billing issues,High,Yes
CMP100874,2024-08-05,West Bengal,PHC,Pharmacy,Long wait time,Medium,Yes
CMP100875,2024-10-08,Rajasthan,CHC,Surgery,Lack of communication,High,Yes
CMP100876,2024-06-18,Bihar,PHC,Surgery,Long wait time,High,Yes
CMP100877,2024-06-29,Rajasthan,Medical College Hospital,Emergency,Test delays,Medium,No
CMP100878,2024-12-25,Bihar,PHC,Outpatient,Lack of communication,High,Yes
CMP100879,2024-08-20,West Bengal,CHC,Surgery,Billing issues,Medium,Yes
CMP100880,2024-05-18,Rajasthan,District Hospital,Maternity,Lack of communication,Medium,Yes
CMP100881,2024-06-05,Karnataka,Medical College Hospital,Pharmacy,Unclean wards,Medium,No
CMP100882,2024-05-08,Rajasthan,CHC,Pediatrics,Lack of communication,Low,Yes
CMP100883,2024-04-28,Rajasthan,Medical College Hospital,Pediatrics,Unclean wards,Low,No
CMP100884,2024-03-02,Uttar Pradesh,PHC,Pharmacy,Rude staff,Medium,Yes
CMP100885,2024-04-08,Karnataka,CHC,Emergency,Unavailability of medicine,Low,No
CMP100886,2024-06-10,Tamil Nadu,District Hospital,Outpatient,Test delays,Medium,No
CMP100887,2024-03-02,Karnataka,District Hospital,Pharmacy,Unclean wards,Low,Yes
CMP100888,2024-10-01,West Bengal,District Hospital,Pediatrics,Unclean wards,Low,No
CMP100889,2024-12-19,Maharashtra,District Hospital,Emergency,Billing issues,High,Yes
CMP100890,2024-04-04,Uttar Pradesh,Medical College Hospital,Pharmacy,Unavailability of medicine,Low,Yes
CMP100891,2024-04-08,Karnataka,CHC,Diagnostics,Billing issues,High,No
CMP100892,2024-04-20,Uttar Pradesh,District Hospital,Maternity,Unavailability of medicine,Low,No
CMP100893,2024-09-04,Uttar Pradesh,District Hospital,Surgery,Lack of communication,Medium,No
CMP100894,2024-05-21,Rajasthan,District Hospital,Pediatrics,Lack of communication,High,Yes
CMP100895,2024-10-28,Karnataka,PHC,Outpatient,Billing issues,Low,Yes
CMP100896,2024-09-25,Karnataka,CHC,Surgery,Billing issues,Low,Yes
CMP100897,2024-11-01,Bihar,Medical College Hospital,Surgery,Long wait time,Medium,No
CMP100898,2024-05-24,Karnataka,PHC,Diagnostics,Lack of communication,High,No
CMP100899,2024-02-21,Karnataka,PHC,Outpatient,Long wait time,Medium,No
CMP100900,2024-04-09,Bihar,Medical College Hospital,Surgery,Unclean wards,High,No
CMP100901,2024-05-31,Bihar,District Hospital,Emergency,Long wait time,Medium,No
CMP100902,2024-04-26,Maharashtra,District Hospital,Pediatrics,Unclean wards,Low,Yes
CMP100903,2024-07-03,Rajasthan,CHC,Pediatrics,Unclean wards,Medium,Yes
CMP100904,2024-04-01,Karnataka,District Hospital,Pediatrics,Unavailability of medicine,Low,No
CMP100905,2024-06-03,Tamil Nadu,PHC,Pharmacy,Lack of communication,Low,Yes
CMP100906,2024-01-08,Uttar Pradesh,PHC,Maternity,Unclean wards,Medium,No
CMP100907,2024-12-28,West Bengal,PHC,Pediatrics,Unclean wards,Low,No
CMP100908,2024-09-30,Bihar,Medical College Hospital,Pharmacy,Unclean wards,Low,No
CMP100909,2024-03-05,West Bengal,District Hospital,Maternity,Long wait time,Medium,No
CMP100910,2024-05-20,Karnataka,District Hospital,Emergency,Long wait time,Low,Yes
CMP100911,2024-01-24,Tamil Nadu,District Hospital,Pharmacy,Rude staff,High,No
CMP100912,2024-01-28,Uttar Pradesh,District Hospital,Diagnostics,Billing issues,Low,No
CMP100913,2024-10-10,Karnataka,CHC,Emergency,Test delays,Low,No
CMP100914,2024-05-29,Tamil Nadu,CHC,Diagnostics,Lack of communication,Medium,No
CMP100915,2024-12-23,Rajasthan,PHC,Outpatient,Lack of communication,Medium,Yes
CMP100916,2024-03-05,Uttar Pradesh,PHC,Pharmacy,Unavailability of medicine,Low,No
CMP100917,2024-11-22,Tamil Nadu,Medical College Hospital,Diagnostics,Test delays,High,No
CMP100918,2024-09-08,Bihar,PHC,Pediatrics,Rude staff,High,No
CMP100919,2024-02-22,Karnataka,District Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP100920,2024-01-07,Tamil Nadu,PHC,Outpatient,Unclean wards,Low,Yes
CMP100921,2024-10-20,Tamil Nadu,PHC,Surgery,Rude staff,Low,Yes
CMP100922,2024-05-25,Karnataka,CHC,Pharmacy,Unavailability of medicine,Low,Yes
CMP100923,2024-08-28,Uttar Pradesh,District Hospital,Outpatient,Test delays,Low,Yes
CMP100924,2024-09-02,Karnataka,Medical College Hospital,Emergency,Unclean wards,Medium,Yes
CMP100925,2024-08-13,Tamil Nadu,Medical College Hospital,Pharmacy,Unclean wards,Low,No
CMP100926,2024-06-23,West Bengal,Medical College Hospital,Pediatrics,Lack of communication,Low,No
CMP100927,2024-04-04,Rajasthan,PHC,Emergency,Long wait time,Medium,Yes
CMP100928,2024-01-27,Maharashtra,Medical College Hospital,Pediatrics,Billing issues,High,No
CMP100929,2024-05-09,West Bengal,Medical College Hospital,Outpatient,Test delays,Low,Yes
CMP100930,2024-09-01,Uttar Pradesh,Medical College Hospital,Emergency,Unclean wards,Medium,Yes
CMP100931,2024-02-28,Tamil Nadu,CHC,Diagnostics,Test delays,High,No
CMP100932,2024-02-03,Maharashtra,District Hospital,Surgery,Billing issues,Low,No
CMP100933,2024-07-24,Rajasthan,CHC,Emergency,Test delays,Low,Yes
CMP100934,2024-09-08,Uttar Pradesh,District Hospital,Pediatrics,Billing issues,Low,No
CMP100935,2024-02-07,West Bengal,CHC,Diagnostics,Billing issues,Low,No
CMP100936,2024-10-22,Bihar,District Hospital,Surgery,Unclean wards,Low,No
CMP100937,2024-11-18,Karnataka,Medical College Hospital,Outpatient,Unclean wards,Medium,No
